Task,DistCategory,ParamName,ParamValue,Distribution,Policy,Mean,Mean_Std,CVaR10,CVaR10_Std,Min,Min_Std
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.0,Langevin (Noise=0.001) | Gradient Scale=0.0,UDR,748.4132537841797,6.269975000996024,513.4420013427734,37.410047968337494,282.1463394165039,30.26392235528208
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.0,Langevin (Noise=0.001) | Gradient Scale=0.0,RSDR (β=-20),744.8707733154297,12.83840492157797,575.8068466186523,21.317939374723824,347.42054748535156,27.250330581695575
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.0,Langevin (Noise=0.001) | Gradient Scale=0.0,RSDR (β=-30),727.502197265625,15.106349694957208,557.6130867004395,27.019222815900513,330.21156311035156,45.384616155683915
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.001,Langevin (Noise=0.001) | Gradient Scale=0.001,RSDR (β=-10),673.299186706543,8.959756433530158,428.9973335266113,25.62112259998103,288.4780864715576,18.201043065709534
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.001,Langevin (Noise=0.001) | Gradient Scale=0.001,UDR,664.3443603515625,16.719092635822726,358.29256439208984,52.72009295193497,272.67879486083984,19.828061500232092
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.005,Langevin (Noise=0.001) | Gradient Scale=0.005,RSDR (β=-10),628.3847732543945,11.978049084302736,410.2895278930664,34.8487819379804,305.64256858825684,32.127484233200896
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.005,Langevin (Noise=0.001) | Gradient Scale=0.005,UDR,604.1999130249023,19.88010205692513,333.29724884033203,42.29650370441871,278.8373394012451,42.21177971804216
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.01,Langevin (Noise=0.001) | Gradient Scale=0.01,RSDR (β=-10),643.9314117431641,15.598618209441021,409.2000427246094,38.37689788171069,307.235445022583,36.228026057252414
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.01,Langevin (Noise=0.001) | Gradient Scale=0.01,RSDR (β=-20),639.7017517089844,14.188242658637511,431.6344413757324,45.59121935583104,297.66827964782715,41.80261703220177
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.01,Langevin (Noise=0.001) | Gradient Scale=0.01,RSDR (β=-30),629.5499725341797,29.094914993340574,435.9891548156738,41.968203378536494,292.3819236755371,40.148559489159375
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.01,Langevin (Noise=0.001) | Gradient Scale=0.01,UDR,628.59326171875,21.7574680854138,339.4326629638672,54.748341576428565,287.90222549438477,37.64594326690053
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.05,Langevin (Noise=0.001) | Gradient Scale=0.05,RSDR (β=-20),627.3831253051758,16.178290479251437,437.5649642944336,44.41807785945684,227.35342979431152,37.19194100977165
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.05,Langevin (Noise=0.001) | Gradient Scale=0.05,RSDR (β=-30),614.9287567138672,29.243627502088785,440.16637802124023,40.53782196222267,219.60053634643555,28.792741080746065
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.05,Langevin (Noise=0.001) | Gradient Scale=0.05,RSDR (β=-10),613.8877258300781,15.889184082141952,399.26990509033203,36.15565467983764,196.28348588943481,68.57040430423429
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.05,Langevin (Noise=0.001) | Gradient Scale=0.05,UDR,609.8896789550781,27.468305348141353,354.6627388000488,61.16884374323658,208.89702606201172,30.08897502791518
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,RSDR (β=-20),550.1548919677734,13.761791678102975,442.6352119445801,18.560735814935008,230.69313049316406,36.08888222275924
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,RSDR (β=-30),535.4137878417969,35.30407134903829,409.14984130859375,58.2023743947944,230.45472145080566,38.17209438966515
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,RSDR (β=-10),513.5250625610352,27.93553933975066,362.644229888916,35.27872130509752,185.24063193798065,72.97550908501832
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.1,Langevin (Noise=0.001) | Gradient Scale=0.1,UDR,466.8698272705078,49.908915172668046,321.3319511413574,37.56623901936045,221.00731468200684,30.222332188609716
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,RSDR (β=-30),575.1257095336914,11.362545417180462,340.98327255249023,19.873787466699138,172.53382301330566,31.624116123934993
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,RSDR (β=-20),572.3284683227539,20.45683984749188,330.01949310302734,29.09177432432622,164.04532527923584,23.23747262956316
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,RSDR (β=-10),551.5106353759766,20.495620140055664,307.4136486053467,28.445099520711278,175.7373046875,25.84180607339811
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,0.5,Langevin (Noise=0.001) | Gradient Scale=0.5,UDR,501.6773490905762,32.56823006654652,284.6253471374512,22.70785750509341,181.1079216003418,15.546194874073759
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,1.0,Langevin (Noise=0.001) | Gradient Scale=1.0,RSDR (β=-10),670.0119552612305,15.733527171476172,315.9889450073242,19.35026733336095,196.07670974731445,21.35388680437664
CartpoleSwingup,Langevin (Noise=0.001),Gradient Scale,2.0,Langevin (Noise=0.001) | Gradient Scale=2.0,RSDR (β=-10),716.850212097168,11.287878479642204,382.71488189697266,24.15144244903445,229.68273544311523,22.30317444746449
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,RSDR (β=-10),722.4345703125,3.3250660591099717,491.4993133544922,10.208729533774088,290.3322277069092,31.408535760483336
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,UDR,712.5319900512695,7.093420373827073,445.3784065246582,28.269482214108752,274.4021987915039,24.922346301393077
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,RSDR (β=-20),709.4390029907227,11.857314393482785,497.32654571533203,18.217924824033965,267.5049018859863,26.802786494234446
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.0,Langevin (Noise=0.005) | Gradient Scale=0.0,RSDR (β=-30),695.3583908081055,9.96795230731139,477.7283020019531,20.650817320941794,266.2350788116455,23.011356835554935
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,RSDR (β=-10),680.2289581298828,7.145183178712259,435.2820281982422,26.693523427289996,281.3077449798584,21.762317798258444
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.001,Langevin (Noise=0.005) | Gradient Scale=0.001,UDR,663.3576431274414,17.189203271266265,360.0472831726074,50.029506816822206,263.53454208374023,21.813377239319756
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,RSDR (β=-10),626.9835968017578,11.528917000848454,404.80881118774414,31.498722829769655,281.1794319152832,21.645415366522762
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.005,Langevin (Noise=0.005) | Gradient Scale=0.005,UDR,610.0704574584961,22.674033586253536,335.7672805786133,50.68330018060423,272.87897300720215,39.68175783244974
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,RSDR (β=-10),637.473747253418,12.756379860045655,401.88582611083984,36.95756599795496,272.9189977645874,68.30496767669416
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,RSDR (β=-20),635.1829452514648,15.835950161436989,423.9824638366699,52.159317287089806,295.7314167022705,31.401115472823456
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,UDR,626.590705871582,20.804988816698344,335.98891830444336,56.77809001343606,273.6212730407715,38.256919009396576
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.01,Langevin (Noise=0.005) | Gradient Scale=0.01,RSDR (β=-30),626.3740768432617,26.601586399901528,438.4651107788086,38.81677481922375,280.30384254455566,36.02742085595503
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,RSDR (β=-20),535.6639175415039,17.24479637452817,350.2394027709961,30.808544491281616,187.59164810180664,64.1313367386199
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,RSDR (β=-30),530.0433921813965,35.35140179340192,332.6639347076416,41.77283229892444,178.2808017730713,65.87403147166802
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,RSDR (β=-10),506.12657928466797,23.56525505663437,318.2962989807129,27.36175139874115,154.15525817871094,55.04264710293183
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.05,Langevin (Noise=0.005) | Gradient Scale=0.05,UDR,453.32764053344727,52.53608340107258,294.34287452697754,30.953946919745114,188.7287425994873,26.554371526616848
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,RSDR (β=-20),505.4894256591797,16.767754812925983,395.1325378417969,29.467633602494793,198.37998580932617,53.342593955467976
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,RSDR (β=-30),496.20491790771484,42.93733963414055,372.17733001708984,47.23030837504003,199.74208974838257,72.66498619052287
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,RSDR (β=-10),463.2681884765625,32.04334865847835,343.04542541503906,25.59828188741994,171.27417373657227,60.315173110418904
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.1,Langevin (Noise=0.005) | Gradient Scale=0.1,UDR,391.60864639282227,61.42453928455363,307.9020118713379,33.71337966541328,217.7067050933838,22.017343798559743
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.5,Langevin (Noise=0.005) | Gradient Scale=0.5,RSDR (β=-30),538.0362930297852,19.787859096763512,334.14966201782227,20.504073578788017,185.66057014465332,26.577827531425235
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.5,Langevin (Noise=0.005) | Gradient Scale=0.5,RSDR (β=-20),537.5504379272461,19.019613671548687,329.88695907592773,28.636756789590073,180.79034233093262,14.92413982855514
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.5,Langevin (Noise=0.005) | Gradient Scale=0.5,RSDR (β=-10),510.60974884033203,25.66000281040732,308.29150009155273,25.690325181580064,178.02106094360352,16.792972714962737
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,0.5,Langevin (Noise=0.005) | Gradient Scale=0.5,UDR,453.9626655578613,41.512536226978845,284.07885360717773,17.591665246119668,176.57648277282715,22.80419988263919
CartpoleSwingup,Langevin (Noise=0.005),Gradient Scale,1.0,Langevin (Noise=0.005) | Gradient Scale=1.0,RSDR (β=-10),623.9100875854492,16.19282622511109,277.15421867370605,13.239293906251705,162.1721715927124,46.99160529277096
CartpoleSwingup,Random Walk,Noise Scale,0.0,Random Walk | Noise Scale=0.0,RSDR (β=-10),757.5693054199219,5.6338100244506055,562.668327331543,20.74543168483232,325.1378059387207,26.29757013872493
CartpoleSwingup,Random Walk,Noise Scale,0.0,Random Walk | Noise Scale=0.0,UDR,751.0385589599609,5.98137430396068,515.9078140258789,36.75495199461425,288.273738861084,36.06232810883183
CartpoleSwingup,Random Walk,Noise Scale,0.0,Random Walk | Noise Scale=0.0,RSDR (β=-20),747.3005142211914,13.191408820780996,580.2534255981445,21.66818204710901,357.57762145996094,66.23510607402731
CartpoleSwingup,Random Walk,Noise Scale,0.0,Random Walk | Noise Scale=0.0,RSDR (β=-30),730.2876663208008,16.613814646652973,564.6482429504395,29.708541145300963,334.1845169067383,49.94816852933565
CartpoleSwingup,Random Walk,Noise Scale,0.0001,Random Walk | Noise Scale=0.0001,RSDR (β=-10),757.6843032836914,5.693291443697383,563.6571578979492,21.350258587414174,321.4149475097656,20.30664914160017
CartpoleSwingup,Random Walk,Noise Scale,0.0001,Random Walk | Noise Scale=0.0001,UDR,751.0042419433594,6.012306678043476,516.3459434509277,37.73622755587924,288.0965995788574,21.42802192915127
CartpoleSwingup,Random Walk,Noise Scale,0.0001,Random Walk | Noise Scale=0.0001,RSDR (β=-20),747.2587432861328,13.229077739885824,579.633186340332,21.936653646315193,342.17102432250977,46.74830052338417
CartpoleSwingup,Random Walk,Noise Scale,0.0001,Random Walk | Noise Scale=0.0001,RSDR (β=-30),730.3798446655273,16.558816219866486,565.0244445800781,28.741255291633045,338.49555587768555,49.79651712091995
CartpoleSwingup,Random Walk,Noise Scale,0.0005,Random Walk | Noise Scale=0.0005,RSDR (β=-10),757.2912063598633,5.539794223393943,562.2934188842773,20.24969853829539,321.1850891113281,31.889319174018333
CartpoleSwingup,Random Walk,Noise Scale,0.0005,Random Walk | Noise Scale=0.0005,UDR,750.4553146362305,6.258409491248901,516.3842544555664,37.99683642615889,285.8416996002197,30.475415819539695
CartpoleSwingup,Random Walk,Noise Scale,0.0005,Random Walk | Noise Scale=0.0005,RSDR (β=-20),746.7793884277344,13.100254702352743,578.7469711303711,21.984855489881692,320.1266460418701,37.952123687078775
CartpoleSwingup,Random Walk,Noise Scale,0.0005,Random Walk | Noise Scale=0.0005,RSDR (β=-30),729.5520553588867,15.831982735640153,562.1176681518555,26.817526635957083,334.3183364868164,41.977290606212016
CartpoleSwingup,Random Walk,Noise Scale,0.001,Random Walk | Noise Scale=0.001,RSDR (β=-10),755.69140625,5.2876189710790005,559.8581237792969,19.158642049062262,321.6350975036621,34.474100231509965
CartpoleSwingup,Random Walk,Noise Scale,0.001,Random Walk | Noise Scale=0.001,UDR,748.4132537841797,6.269975000996024,513.4420013427734,37.410047968337494,282.1463394165039,30.26392235528208
CartpoleSwingup,Random Walk,Noise Scale,0.001,Random Walk | Noise Scale=0.001,RSDR (β=-20),744.8707733154297,12.83840492157797,575.8068466186523,21.317939374723824,347.42054748535156,27.250330581695575
CartpoleSwingup,Random Walk,Noise Scale,0.001,Random Walk | Noise Scale=0.001,RSDR (β=-30),727.502197265625,15.106349694957208,557.6130867004395,27.019222815900513,330.21156311035156,45.384616155683915
CartpoleSwingup,Random Walk,Noise Scale,0.005,Random Walk | Noise Scale=0.005,RSDR (β=-10),722.4345703125,3.3250660591099717,491.4993133544922,10.208729533774088,290.3322277069092,31.408535760483336
CartpoleSwingup,Random Walk,Noise Scale,0.005,Random Walk | Noise Scale=0.005,UDR,712.5319900512695,7.093420373827073,445.3784065246582,28.269482214108752,274.4021987915039,24.922346301393077
CartpoleSwingup,Random Walk,Noise Scale,0.005,Random Walk | Noise Scale=0.005,RSDR (β=-20),709.4390029907227,11.857314393482785,497.32654571533203,18.217924824033965,267.5049018859863,26.802786494234446
CartpoleSwingup,Random Walk,Noise Scale,0.005,Random Walk | Noise Scale=0.005,RSDR (β=-30),695.3583908081055,9.96795230731139,477.7283020019531,20.650817320941794,266.2350788116455,23.011356835554935
CartpoleSwingup,Random Walk,Noise Scale,0.01,Random Walk | Noise Scale=0.01,RSDR (β=-10),683.1658248901367,3.2664474222052395,411.27358627319336,16.577181723603648,240.2154884338379,32.46186657379525
CartpoleSwingup,Random Walk,Noise Scale,0.01,Random Walk | Noise Scale=0.01,UDR,673.6072158813477,7.236650718735086,380.68504333496094,19.30275977919093,233.7973403930664,24.779347502306454
CartpoleSwingup,Random Walk,Noise Scale,0.01,Random Walk | Noise Scale=0.01,RSDR (β=-20),669.8486251831055,10.604030429465862,403.1804389953613,16.356249325787193,245.15056991577148,29.072406524813893
CartpoleSwingup,Random Walk,Noise Scale,0.01,Random Walk | Noise Scale=0.01,RSDR (β=-30),660.3009338378906,8.398874046435136,393.5527648925781,12.904256592887664,253.96879196166992,12.876408543668223
CartpoleSwingup,Random Walk,Noise Scale,0.05,Random Walk | Noise Scale=0.05,RSDR (β=-10),536.5779495239258,9.254456120122278,237.71985244750977,4.86430346445817,123.50282621383667,40.50608874466772
CartpoleSwingup,Random Walk,Noise Scale,0.05,Random Walk | Noise Scale=0.05,RSDR (β=-20),527.4791793823242,9.626162642831709,236.3447093963623,4.198790477586021,138.4795069694519,32.81862766948601
CartpoleSwingup,Random Walk,Noise Scale,0.05,Random Walk | Noise Scale=0.05,UDR,521.8463706970215,8.656611227171629,238.31132698059082,5.432855716207723,148.08711528778076,19.416236411227416
CartpoleSwingup,Random Walk,Noise Scale,0.05,Random Walk | Noise Scale=0.05,RSDR (β=-30),519.6190872192383,8.933252002978882,233.8045425415039,9.549518546654273,122.63276720046997,39.23616759231265
CartpoleSwingup,Random Walk,Noise Scale,1e-05,Random Walk | Noise Scale=1e-05,RSDR (β=-10),757.6411666870117,5.654792405144955,563.2310180664062,20.72866524706869,320.8877601623535,25.465565426396207
CartpoleSwingup,Random Walk,Noise Scale,1e-05,Random Walk | Noise Scale=1e-05,UDR,751.0195159912109,6.049729710434512,515.8428573608398,37.26386823687148,284.81929779052734,32.32626006349621
CartpoleSwingup,Random Walk,Noise Scale,1e-05,Random Walk | Noise Scale=1e-05,RSDR (β=-20),747.3033905029297,13.17198171403917,580.2019729614258,21.392549877733153,349.25488662719727,46.1192385637897
CartpoleSwingup,Random Walk,Noise Scale,1e-05,Random Walk | Noise Scale=1e-05,RSDR (β=-30),730.3188858032227,16.657414291505525,564.8983993530273,29.856797904739437,352.30253982543945,45.36606671955035
CartpoleSwingup,Random Walk,Noise Scale,5e-05,Random Walk | Noise Scale=5e-05,RSDR (β=-10),757.5878829956055,5.545853555382971,562.7583618164062,20.347529846383914,333.2421340942383,20.075379576392415
CartpoleSwingup,Random Walk,Noise Scale,5e-05,Random Walk | Noise Scale=5e-05,UDR,750.9724273681641,6.0318766605427765,515.685359954834,37.761958878791496,286.9855365753174,26.50211449771987
CartpoleSwingup,Random Walk,Noise Scale,5e-05,Random Walk | Noise Scale=5e-05,RSDR (β=-20),747.2464752197266,13.11508745591756,579.6477508544922,20.853082331782247,337.00965118408203,36.224785133074136
CartpoleSwingup,Random Walk,Noise Scale,5e-05,Random Walk | Noise Scale=5e-05,RSDR (β=-30),730.3433151245117,16.50451686630843,564.8022613525391,28.442296757903506,332.6759262084961,44.72864491999862
